"concept_code","c_name"
"C78.00","C78.00 Secondary Malignant Neoplasm Of Lung, Unspecified Side"
"C78.6","C78.6 Secondary Malignant Neoplasm Of Retroperitoneum And Peritoneum"
"C78.89","C78.89 Secondary Malignant Neoplasm Of Other Digestive Organs"
"C79.49","C79.49 Secondary Malignant Neoplasm Of Other Parts Of Nervous System"
"C79.70","C79.70 Secondary Malignant Neoplasm Of Adrenal Gland, Unspecified Side"
"C7A.092","C7A.092 Malignant Carcinoid Tumor Of The Stomach"
"C81.11","C81.11 Nodular Sclerosis Classical Hodgkin Lymphoma, Lymph Nodes Of Head, Face, And Neck"
"C81.30","C81.30 Lymphocytic Depletion Classical Hodgkin Lymphoma, Unspecified Site"
"C82.90","C82.90 Follicular Lymphoma, Unspecified, Unspecified Site"
"C83.33","C83.33 Diffuse Large B-Cell Lymphoma, Intra-Abdominal Lymph Nodes"
"C83.78","C83.78 Burkitt Lymphoma, Lymph Nodes Of Multiple Sites"
"C83.79","C83.79 Burkitt Lymphoma, Extranodal And Solid Organ Sites"
"C84.40","C84.40 Peripheral T-Cell Lymphoma, Not Classified, Unspecified Site"
"C84.61","C84.61 Anaplastic Large Cell Lymphoma, Alk-Positive, Lymph Nodes Of Head, Face, And Neck"
"C84.A4","C84.A4 Cutaneous T-Cell Lymphoma, Unspecified, Lymph Nodes Of Axilla And Upper Limb"
"C90.01","C90.01 Multiple Myeloma In Remission"
"C91.01","C91.01 Acute Lymphoblastic Leukemia, In Remission"
"C92.20","C92.20 Atypical Chronic Myeloid Leukemia, Bcr/Abl-Negative, Not Having Achieved Remission"
"C93.00","C93.00 Acute Monoblastic/Monocytic Leukemia, Not Having Achieved Remission"
"C95.92","C95.92 Leukemia, Unspecified, In Relapse"
"D05.00","D05.00 Lobular Carcinoma In Situ Of Unspecified Breast"
"D05.12","D05.12 Intraductal Carcinoma In Situ Of Left Breast"
"D11.0","D11.0 Benign Neoplasm Of Parotid Gland"
"D12.5","D12.5 Benign Neoplasm Of Sigmoid Colon"
"D12.9","D12.9 Benign Neoplasm Of Anus And Anal Canal"
"A04.9","A04.9 Bacterial Intestinal Infection, Unspecified"
"A15.0","A15.0 Tuberculosis Of Lung"
"A31.0","A31.0 Pulmonary Mycobacterial Infection"
"A31.8","A31.8 Other Mycobacterial Infections"
"A40.1","A40.1 Sepsis Due To Streptococcus, Group B"
"A41.02","A41.02 Sepsis Due To Methicillin Resistant Staphylococcus Aureus"
"A41.53","A41.53 Sepsis Due To Serratia"
"A49.8","A49.8 Other Bacterial Infections Of Unspecified Site"
"A52.3","A52.3 Neurosyphilis, Unspecified"
"A54.9","A54.9 Gonococcal Infection, Unspecified"
"A56.8","A56.8 Sexually Transmitted Chlamydial Infection Of Other Sites"
"A59.01","A59.01 Trichomonal Vulvovaginitis"
"A60.09","A60.09 Herpesviral Infection Of Other Urogenital Tract"
"A63.0","A63.0 Anogenital (Venereal) Warts"
"A64","A64 Unspecified Sexually Transmitted Disease"
"A81.00","A81.00 Creutzfeldt-Jakob Disease, Unspecified"
"A85.8","A85.8 Other Specified Viral Encephalitis"
"B02.1","B02.1 Zoster Meningitis"
"B18.1","B18.1 Chronic Viral Hepatitis B Without Delta-Agent"
"B30.0","B30.0 Keratoconjunctivitis Due To Adenovirus"
"B33.23","B33.23 Viral Pericarditis"
"B37.6","B37.6 Candidal Endocarditis"
"B37.7","B37.7 Candidal Sepsis"
"B37.81","B37.81 Candidal Esophagitis"
"B44.9","B44.9 Aspergillosis, Unspecified"
"B45.9","B45.9 Cryptococcosis, Unspecified"
"B65.9","B65.9 Schistosomiasis, Unspecified"
"B95.0","B95.0 Streptococcus, Group A, As The Cause Of Diseases Classified Elsewhere"
"B95.1","B95.1 Streptococcus, Group B, As The Cause Of Diseases Classified Elsewhere"
"B96.1","B96.1 Klebsiella Pneumoniae [K. Pneumoniae] As The Cause Of Diseases Classified Elsewhere"
"B96.29","B96.29 Other Escherichia Coli [E. Coli] As The Cause Of Diseases Classified Elsewhere"
"B97.4","B97.4 Respiratory Syncytial Virus As The Cause Of Diseases Classified Elsewhere"
"B97.81","B97.81 Human Metapneumovirus As The Cause Of Diseases Classified Elsewhere"
"B99.9","B99.9 Unspecified Infectious Disease"
"C01","C01 Malignant Neoplasm Of Base Of Tongue"
"C07","C07 Malignant Neoplasm Of Parotid Gland"
"C10.9","C10.9 Malignant Neoplasm Of Oropharynx, Unspecified"
"C13.9","C13.9 Malignant Neoplasm Of Hypopharynx, Unspecified"
"C14.0","C14.0 Malignant Neoplasm Of Pharynx, Unspecified"
"C16.9","C16.9 Malignant Neoplasm Of Stomach, Unspecified"
"C18.5","C18.5 Malignant Neoplasm Of Splenic Flexure"
"C25.4","C25.4 Malignant Neoplasm Of Endocrine Pancreas"
"C32.3","C32.3 Malignant Neoplasm Of Laryngeal Cartilage"
"C41.2","C41.2 Malignant Neoplasm Of Vertebral Column"
"C43.30","C43.30 Malignant Melanoma Of Unspecified Part Of Face"
"C43.70","C43.70 Malignant Melanoma Of Lower Limb, Including Hip, Unspecified Side"
"C44.329","C44.329 Squamous Cell Carcinoma Of Skin Of Other Parts Of Face"
"C44.40","C44.40 Unspecified Malignant Neoplasm Of Skin Of Scalp And Neck"
"C44.520","C44.520 Squamous Cell Carcinoma Of Anal Skin"
"C44.529","C44.529 Squamous Cell Carcinoma Of Skin Of Other Part Of Trunk"
"C44.91","C44.91 Basal Cell Carcinoma Of Skin, Unspecified"
"C46.0","C46.0 Kaposi'S Sarcoma Of Skin"
"C46.7","C46.7 Kaposi'S Sarcoma Of Other Sites"
"C50.211","C50.211 Malignant Neoplasm Of Upper-Inner Quadrant Of Right Female Breast"
"C54.1","C54.1 Malignant Neoplasm Of Endometrium"
"C57.9","C57.9 Malignant Neoplasm Of Female Genital Organ, Unspecified"
"C62.90","C62.90 Malignant Neoplasm Of Testis, Unspecified, Unspecified Side"
"C67.2","C67.2 Malignant Neoplasm Of Lateral Wall Of Bladder"
"C72.30","C72.30 Malignant Neoplasm Of Optic Nerve, Unspecified Side"
"C76.2","C76.2 Malignant Neoplasm Of Abdomen"
"C76.3","C76.3 Malignant Neoplasm Of Pelvis"
"C76.51","C76.51 Malignant Neoplasm Of Right Lower Limb"
"C78.01","C78.01 Secondary Malignant Neoplasm Of Right Lung"
"C78.4","C78.4 Secondary Malignant Neoplasm Of Small Intestine"
"C79.11","C79.11 Secondary Malignant Neoplasm Of Bladder"
"C79.61","C79.61 Secondary Malignant Neoplasm Of Right Ovary"
"C79.81","C79.81 Secondary Malignant Neoplasm Of Breast"
"C7A.00","C7A.00 Malignant Carcinoid Tumor Of Unspecified Site"
"C7A.1","C7A.1 Malignant Poorly Differentiated Neuroendocrine Tumors"
"C80.1","C80.1 Malignant (Primary) Neoplasm, Unspecified"
"C81.00","C81.00 Nodular Lymphocyte Predominant Hodgkin Lymphoma, Unspecified Site"
"C82.10","C82.10 Follicular Lymphoma Grade II, Unspecified Site"
"C82.19","C82.19 Follicular Lymphoma Grade II, Extranodal And Solid Organ Sites"
"C83.18","C83.18 Mantle Cell Lymphoma, Lymph Nodes Of Multiple Sites"
"C83.30","C83.30 Diffuse Large B-Cell Lymphoma, Unspecified Site"
"C83.36","C83.36 Diffuse Large B-Cell Lymphoma, Intrapelvic Lymph Nodes"
"C83.37","C83.37 Diffuse Large B-Cell Lymphoma, Spleen"
"C83.71","C83.71 Burkitt Lymphoma, Lymph Nodes Of Head, Face, And Neck"
"C84.48","C84.48 Peripheral T-Cell Lymphoma, Not Classified, Lymph Nodes Of Multiple Sites"
"C85.13","C85.13 Unspecified B-Cell Lymphoma, Intra-Abdominal Lymph Nodes"
"C91.00","C91.00 Acute Lymphoblastic Leukemia Not Having Achieved Remission"
"C91.02","C91.02 Acute Lymphoblastic Leukemia, In Relapse"
"C91.11","C91.11 Chronic Lymphocytic Leukemia Of B-Cell Type In Remission"
"C92.A0","C92.A0 Acute Myeloid Leukemia With Multilineage Dysplasia, Not Having Achieved Remission"
"A02.9","A02.9 Salmonella Infection, Unspecified"
"A03.3","A03.3 Shigellosis Due To Shigella Sonnei"
"A08.39","A08.39 Other Viral Enteritis"
"A41.59","A41.59 Other Gram-Negative Sepsis"
"A41.81","A41.81 Sepsis Due To Enterococcus"
"A49.02","A49.02 Methicillin Resistant Staphylococcus Aureus Infection, Unspecified Site"
"A52.8","A52.8 Late Syphilis, Latent"
"A60.04","A60.04 Herpesviral Vulvovaginitis"
"A60.9","A60.9 Anogenital Herpesviral Infection, Unspecified"
"A78","A78 Q Fever"
"B00.1","B00.1 Herpesviral Vesicular Dermatitis"
"B00.52","B00.52 Herpesviral Keratitis"
"B00.9","B00.9 Herpesviral Infection, Unspecified"
"B02.8","B02.8 Zoster With Other Complications"
"B05.9","B05.9 Measles Without Complication"
"B06.82","B06.82 Rubella Arthritis"
"B16.9","B16.9 Acute Hepatitis B Without Delta-Agent And Without Hepatic Coma"
"B17.9","B17.9 Acute Viral Hepatitis, Unspecified"
"B27.00","B27.00 Gammaherpesviral Mononucleosis Without Complication"
"B33.8","B33.8 Other Specified Viral Diseases"
"B35.2","B35.2 Tinea Manuum"
"B35.9","B35.9 Dermatophytosis, Unspecified"
"B37.2","B37.2 Candidiasis Of Skin And Nail"
"B38.9","B38.9 Coccidioidomycosis, Unspecified"
"B44.89","B44.89 Other Forms Of Aspergillosis"
"B54","B54 Unspecified Malaria"
"B59","B59 Pneumocystosis"
"B87.9","B87.9 Myiasis, Unspecified"
"B96.20","B96.20 Unspecified Escherichia Coli [E. Coli] As The Cause Of Diseases Classified Elsewhere"
"B96.5","B96.5 Pseudomonas (Aeruginosa) (Mallei) (Pseudomallei) As The Cause Of Diseases Classified Elsewhere"
"B97.21","B97.21 Sars-Associated Coronavirus As The Cause Of Diseases Classified Elsewhere"
"C02.1","C02.1 Malignant Neoplasm Of Border Of Tongue"
"C11.9","C11.9 Malignant Neoplasm Of Nasopharynx, Unspecified"
"C15.5","C15.5 Malignant Neoplasm Of Lower Third Of Esophagus"
"C15.8","C15.8 Malignant Neoplasm Of Overlapping Sites Of Esophagus"
"C16.0","C16.0 Malignant Neoplasm Of Cardia"
"C18.4","C18.4 Malignant Neoplasm Of Transverse Colon"
"C22.9","C22.9 Malignant Neoplasm Of Liver, Not Specified As Primary Or Secondary"
"C25.7","C25.7 Malignant Neoplasm Of Other Parts Of Pancreas"
"C32.1","C32.1 Malignant Neoplasm Of Supraglottis"
"C34.11","C34.11 Malignant Neoplasm Of Upper Lobe, Right Bronchus Or Lung"
"C44.211","C44.211 Basal Cell Carcinoma Of Skin Of Unspecified Ear And External Auricular Canal"
"C44.212","C44.212 Basal Cell Carcinoma Of Skin Of Right Ear And External Auricular Canal"
"C44.521","C44.521 Squamous Cell Carcinoma Of Skin Of Breast"
"C44.612","C44.612 Basal Cell Carcinoma Of Skin Of Right Upper Limb, Including Shoulder"
"C44.712","C44.712 Basal Cell Carcinoma Of Skin Of Right Lower Limb, Including Hip"
"C48.0","C48.0 Malignant Neoplasm Of Retroperitoneum"
"C50.311","C50.311 Malignant Neoplasm Of Lower-Inner Quadrant Of Right Female Breast"
"C50.411","C50.411 Malignant Neoplasm Of Upper-Outer Quadrant Of Right Female Breast"
"C50.819","C50.819 Malignant Neoplasm Of Overlapping Sites Of Unspecified Female Breast"
"C50.911","C50.911 Malignant Neoplasm Of Unspecified Site Of Right Female Breast"
"C51.9","C51.9 Malignant Neoplasm Of Vulva, Unspecified"
"C53.0","C53.0 Malignant Neoplasm Of Endocervix"
"C53.8","C53.8 Malignant Neoplasm Of Overlapping Sites Of Cervix Uteri"
"C62.00","C62.00 Malignant Neoplasm Of Undescended Testis, Unspecified Side"
"C64.9","C64.9 Malignant Neoplasm Of Kidney, Except Renal Pelvis, Unspecified Side"
"C67.5","C67.5 Malignant Neoplasm Of Bladder Neck"
"C71.0","C71.0 Malignant Neoplasm Of Cerebrum, Except Lobes And Ventricles"
"C74.91","C74.91 Malignant Neoplasm Of Right Adrenal Gland, Unspecified"
"C76.1","C76.1 Malignant Neoplasm Of Thorax"
"C77.1","C77.1 Secondary And Unspecified Malignant Neoplasm Of Intrathoracic Lymph Nodes"
"C77.4","C77.4 Secondary And Unspecified Malignant Neoplasm Of Inguinal And Lower Limb Lymph Nodes"
"C79.02","C79.02 Secondary Malignant Neoplasm Of Left Kidney And Renal Pelvis"
"C79.82","C79.82 Secondary Malignant Neoplasm Of Genital Organs"
"C7A.8","C7A.8 Other Malignant Neuroendocrine Tumors"
"C80.0","C80.0 Disseminated Malignant Neoplasm, Unspecified"
"C81.72","C81.72 Other Classical Hodgkin Lymphoma, Intrathoracic Lymph Nodes"
"C81.90","C81.90 Hodgkin Lymphoma, Unspecified, Unspecified Site"
"C82.91","C82.91 Follicular Lymphoma, Unspecified, Lymph Nodes Of Head, Face, And Neck"
"C83.70","C83.70 Burkitt Lymphoma, Unspecified Site"
"C84.49","C84.49 Peripheral T-Cell Lymphoma, Not Classified, Extranodal And Solid Organ Sites"
"C90.02","C90.02 Multiple Myeloma In Relapse"
"C92.01","C92.01 Acute Myeloblastic Leukemia, In Remission"
"C92.21","C92.21 Atypical Chronic Myeloid Leukemia, Bcr/Abl-Negative, In Remission"
"C93.10","C93.10 Chronic Myelomonocytic Leukemia Not Having Achieved Remission"
"C93.12","C93.12 Chronic Myelomonocytic Leukemia, In Relapse"
"C95.00","C95.00 Acute Leukemia Of Unspecified Cell Type Not Having Achieved Remission"
"D01.3","D01.3 Carcinoma In Situ Of Anus And Anal Canal"
"D04.0","D04.0 Carcinoma In Situ Of Skin Of Lip"
"D04.4","D04.4 Carcinoma In Situ Of Skin Of Scalp And Neck"
"D04.9","D04.9 Carcinoma In Situ Of Skin, Unspecified"
"D05.02","D05.02 Lobular Carcinoma In Situ Of Left Breast"
"C85.18","C85.18 Unspecified B-Cell Lymphoma, Lymph Nodes Of Multiple Sites"
"C85.19","C85.19 Unspecified B-Cell Lymphoma, Extranodal And Solid Organ Sites"
"C85.28","C85.28 Mediastinal (Thymic) Large B-Cell Lymphoma, Lymph Nodes Of Multiple Sites"
"C91.41","C91.41 Hairy-Cell Leukemia, In Remission"
"C91.90","C91.90 Lymphoid Leukemia, Unspecified Not Having Achieved Remission"
"C91.Z0","C91.Z0 Other Lymphoid Leukemia Not Having Achieved Remission"
"C92.02","C92.02 Acute Myeloblastic Leukemia, In Relapse"
"C92.11","C92.11 Chronic Myeloid Leukemia, Bcr/Abl-Positive, In Remission"
"C96.9","C96.9 Malignant Neoplasm Of Lymphoid, Hematopoietic And Related Tissue, Unspecified"
"D03.51","D03.51 Melanoma In Situ Of Anal Skin"
"D03.59","D03.59 Melanoma In Situ Of Other Part Of Trunk"
"D04.21","D04.21 Carcinoma In Situ Of Skin Of Right Ear And External Auricular Canal"
"D04.5","D04.5 Carcinoma In Situ Of Skin Of Trunk"
"D04.71","D04.71 Carcinoma In Situ Of Skin Of Right Lower Limb, Including Hip"
"D05.11","D05.11 Intraductal Carcinoma In Situ Of Right Breast"
"D13.1","D13.1 Benign Neoplasm Of Stomach"
"D13.6","D13.6 Benign Neoplasm Of Pancreas"
"D14.0","D14.0 Benign Neoplasm Of Middle Ear, Nasal Cavity And Accessory Sinuses"
"D17.22","D17.22 Benign Lipomatous Neoplasm Of Skin And Subcutaneous Tissue Of Left Arm"
"D17.5","D17.5 Benign Lipomatous Neoplasm Of Intra-Abdominal Organs"
"D17.6","D17.6 Benign Lipomatous Neoplasm Of Spermatic Cord"
"D18.01","D18.01 Hemangioma Of Skin And Subcutaneous Tissue"
"D22.72","D22.72 Melanocytic Nevi Of Left Lower Limb, Including Hip"
"D23.10","D23.10 Other Benign Neoplasm Of Skin Of Eyelid, Including Canthus, Unspecified Side"
"D23.4","D23.4 Other Benign Neoplasm Of Skin Of Scalp And Neck"
"D25.1","D25.1 Intramural Leiomyoma Of Uterus"
"D25.9","D25.9 Leiomyoma Of Uterus, Unspecified"
"D31.62","D31.62 Benign Neoplasm Of Left Orbit, Unspecified"
"D32.9","D32.9 Benign Neoplasm Of Meninges, Unspecified"
"D35.02","D35.02 Benign Neoplasm Of Left Adrenal Gland"
"D35.1","D35.1 Benign Neoplasm Of Parathyroid Gland"
"D35.3","D35.3 Benign Neoplasm Of Craniopharyngeal Duct"
"D36.15","D36.15 Benign Neoplasm Of Peripheral Nerves And Autonomic Nervous System Of Abdomen"
"D37.1","D37.1 Neoplasm Of Uncertain Behavior Of Stomach"
"D3A.029","D3A.029 Benign Carcinoid Tumor Of The Large Intestine, Unspecified Portion"
"D3A.8","D3A.8 Other Benign Neuroendocrine Tumors"
"D42.0","D42.0 Neoplasm Of Uncertain Behavior Of Cerebral Meninges"
"D47.Z1","D47.Z1 Post-Transplant Lymphoproliferative Disorder (Ptld)"
"D50.1","D50.1 Sideropenic Dysphagia"
"D50.9","D50.9 Iron Deficiency Anemia, Unspecified"
"D51.9","D51.9 Vitamin B12 Deficiency Anemia, Unspecified"
"D53.2","D53.2 Scorbutic Anemia"
"D57.40","D57.40 Sickle-Cell Thalassemia Without Crisis"
"D59.3","D59.3 Hemolytic-Uremic Syndrome"
"D60.8","D60.8 Other Acquired Pure Red Cell Aplasias"
"D60.9","D60.9 Acquired Pure Red Cell Aplasia, Unspecified"
"D61.811","D61.811 Other Drug-Induced Pancytopenia"
"D63.0","D63.0 Anemia In Neoplastic Disease"
"D68.52","D68.52 Prothrombin Gene Mutation"
"D68.69","D68.69 Other Thrombophilia"
"D69.6","D69.6 Thrombocytopenia, Unspecified"
"D71","D71 Functional Disorders Of Polymorphonuclear Neutrophils"
"D75.81","D75.81 Myelofibrosis"
"D75.82","D75.82 Heparin Induced Thrombocytopenia (Hit)"
"D80.4","D80.4 Selective Deficiency Of Immunoglobulin M [Igm]"
"D86.83","D86.83 Sarcoid Iridocyclitis"
"D89.0","D89.0 Polyclonal Hypergammaglobulinemia"
"E03.2","E03.2 Hypothyroidism Due To Medicaments And Other Exogenous Substances"
"E04.9","E04.9 Nontoxic Goiter, Unspecified"
"E05.90","E05.90 Thyrotoxicosis, Unspecified Without Thyrotoxic Crisis Or Storm"
"E06.4","E06.4 Drug-Induced Thyroiditis"
"E07.81","E07.81 Sick-Euthyroid Syndrome"
"E09.22","E09.22 Drug Or Chemical Induced Diabetes Mellitus With Diabetic Chronic Kidney Disease"
"E09.52","E09.52 Drug Or Chemical Induced Diabetes Mellitus With Diabetic Peripheral Angiopathy With Gangrene"
"E10.311","E10.311 Type 1 Diabetes Mellitus With Unspecified Diabetic Retinopathy With Macular Edema"
"E10.40","E10.40 Type 1 Diabetes Mellitus With Diabetic Neuropathy, Unspecified"
"E10.49","E10.49 Type 1 Diabetes Mellitus With Other Diabetic Neurological Complication"
"E10.8","E10.8 Type 1 Diabetes Mellitus With Unspecified Complications"
"E11.319","E11.319 Type 2 Diabetes Mellitus With Unspecified Diabetic Retinopathy Without Macular Edema"
"E11.3493","E11.3493 Type 2 Diabetes Mellitus With Severe Nonproliferative Diabetic Retinopathy Without Macular Edema, Bilateral"
"E11.3521","E11.3521 Type 2 Diabetes Mellitus With Proliferative Diabetic Retinopathy With Traction Retinal Detachment Involving The Macula, Right Eye"
"E11.3551","E11.3551 Type 2 Diabetes Mellitus With Stable Proliferative Diabetic Retinopathy, Right Eye"
"E11.618","E11.618 Type 2 Diabetes Mellitus With Other Diabetic Arthropathy"
"E13.01","E13.01 Other Specified Diabetes Mellitus With Hyperosmolarity With Coma"
"E13.311","E13.311 Other Specified Diabetes Mellitus With Unspecified Diabetic Retinopathy With Macular Edema"
"E13.40","E13.40 Other Specified Diabetes Mellitus With Diabetic Neuropathy, Unspecified"
"E22.1","E22.1 Hyperprolactinemia"
"E22.2","E22.2 Syndrome Of Inappropriate Secretion Of Antidiuretic Hormone"
"A04.71","A04.71 Enterocolitis Due To Clostridium Difficile, Recurrent"
"A41.4","A41.4 Sepsis Due To Anaerobes"
"A42.9","A42.9 Actinomycosis, Unspecified"
"A51.0","A51.0 Primary Genital Syphilis"
"A52.11","A52.11 Tabes Dorsalis"
"B00.4","B00.4 Herpesviral Encephalitis"
"B02.29","B02.29 Other Postherpetic Nervous System Involvement"
"B06.9","B06.9 Rubella Without Complication"
"B07.8","B07.8 Other Viral Warts"
"B09","B09 Unspecified Viral Infection Characterized By Skin And Mucous Membrane Lesions"
"B34.8","B34.8 Other Viral Infections Of Unspecified Site"
"B36.0","B36.0 Pityriasis Versicolor"
"B37.1","B37.1 Pulmonary Candidiasis"
"B37.3","B37.3 Candidiasis Of Vulva And Vagina"
"B37.42","B37.42 Candidal Balanitis"
"B37.49","B37.49 Other Urogenital Candidiasis"
"B38.2","B38.2 Pulmonary Coccidioidomycosis, Unspecified"
"B45.1","B45.1 Cerebral Cryptococcosis"
"B46.5","B46.5 Mucormycosis, Unspecified"
"B46.9","B46.9 Zygomycosis, Unspecified"
"B48.8","B48.8 Other Specified Mycoses"
"B78.9","B78.9 Strongyloidiasis, Unspecified"
"B94.2","B94.2 Sequelae Of Viral Hepatitis"
"B95.8","B95.8 Unspecified Staphylococcus As The Cause Of Diseases Classified Elsewhere"
"B97.89","B97.89 Other Viral Agents As The Cause Of Diseases Classified Elsewhere"
"C00.9","C00.9 Malignant Neoplasm Of Lip, Unspecified"
"C02.9","C02.9 Malignant Neoplasm Of Tongue, Unspecified"
"C03.1","C03.1 Malignant Neoplasm Of Lower Gum"
"C08.9","C08.9 Malignant Neoplasm Of Major Salivary Gland, Unspecified"
"C09.9","C09.9 Malignant Neoplasm Of Tonsil, Unspecified"
"C16.8","C16.8 Malignant Neoplasm Of Overlapping Sites Of Stomach"
"C18.7","C18.7 Malignant Neoplasm Of Sigmoid Colon"
"C22.8","C22.8 Malignant Neoplasm Of Liver, Primary, Unspecified As To Type"
"C24.1","C24.1 Malignant Neoplasm Of Ampulla Of Vater"
"C32.8","C32.8 Malignant Neoplasm Of Overlapping Sites Of Larynx"
"C34.82","C34.82 Malignant Neoplasm Of Overlapping Sites Of Left Bronchus And Lung"
"C40.21","C40.21 Malignant Neoplasm Of Long Bones Of Right Lower Limb"
"C41.4","C41.4 Malignant Neoplasm Of Pelvic Bones, Sacrum And Coccyx"
"C41.9","C41.9 Malignant Neoplasm Of Bone And Articular Cartilage, Unspecified"
"C43.9","C43.9 Malignant Melanoma Of Skin, Unspecified"
"C44.219","C44.219 Basal Cell Carcinoma Of Skin Of Left Ear And External Auricular Canal"
"C44.719","C44.719 Basal Cell Carcinoma Of Skin Of Left Lower Limb, Including Hip"
"C49.9","C49.9 Malignant Neoplasm Of Connective And Soft Tissue, Unspecified"
"C49.A0","C49.A0 Gastrointestinal Stromal Tumor, Unspecified Site"
"C49.A2","C49.A2 Gastrointestinal Stromal Tumor Of Stomach"
"C49.A3","C49.A3 Gastrointestinal Stromal Tumor Of Small Intestine"
"C50.412","C50.412 Malignant Neoplasm Of Upper-Outer Quadrant Of Left Female Breast"
"C50.512","C50.512 Malignant Neoplasm Of Lower-Outer Quadrant Of Left Female Breast"
"C50.811","C50.811 Malignant Neoplasm Of Overlapping Sites Of Right Female Breast"
"C52","C52 Malignant Neoplasm Of Vagina"
"C53.9","C53.9 Malignant Neoplasm Of Cervix Uteri, Unspecified"
"C54.9","C54.9 Malignant Neoplasm Of Corpus Uteri, Unspecified"
"C57.01","C57.01 Malignant Neoplasm Of Right Fallopian Tube"
"C60.9","C60.9 Malignant Neoplasm Of Penis, Unspecified"
